"ID"	"Дата.изменения.статуса"	"Статус"	"Автор"	"Пользователь"	"Категория.автора"	"Контент"	"Тип.обращения"	"Хост"	"Подписчики"	"Тема"	"Локация"	"Тональность"	"Тип"
424675	2088-05-23 00:27:32	"Новый"	"token_33770"	"token_111457"	"Жалобщик"	"'@Tele2Russia"	"Пост"	"'Twitter"	0	"Прочее"			"0-пост"
424675	2088-05-23 00:27:33	"Новый"	"token_33770"	"token_111457"	"Жалобщик"	"'Добрый вечер! Как у вас можно создать для номера телефона помимо основного счета для оплаты услуг связи отдельный контент-счет?"	"Личное сообщение"	"'Twitter"	0	"Прочее"			"0-пост"
424675	2088-05-23 00:27:45	"Инцидент"	"token_NA"	"token_111457"						"Прочее"	"Не определена"		"2-инцидент"
424675	2088-05-23 00:45:54	"Инцидент"	"token_111417"	"token_111449"		"'Приветствуем, Алексей! Подключить услугу \"Контентный лицевой счет\" можно при личном обращении владельца номера в офис обслуживания с паспортом (подключение услуги будет произведено в течение 10 рабочих дней). Или можно быстро сделать это через нас<U+0001F60A>"							"1-ответ"
424675	2088-05-23 00:46:24	"Ожидание ответа автора"	"token_111417"	"token_111449"		"'Для этого напишите нам ваш номер телефона, мы отправим на него SMS-код. Описание услуги по ссылке https://tele2.ru/option?id=prod40010 (не забудьте выбрать свой регион)."							"1-ответ"
424675	2088-05-23 00:46:25	"Ожидание ответа автора"	"token_NA"	"token_111449"						"Прочее"	"Не определена"		"2-инцидент"
424675	2088-05-23 21:37:36	"Инцидент"	"token_NA"	"token_111424"						"Прочее"	"Не определена"		"2-инцидент"
424675	2088-05-23 21:37:37	"Инцидент"	"token_33770"	"token_NA"	"Жалобщик"	"'Добрый вечер! Прошу подключить услугу \"Контентный лицевой счет\" для моих телефонных номеров (оформлены все на моё... <br>https://t.co/6t6aj5xQJU"	"Личное сообщение"	"'Twitter"	0	"Прочее"			"0-пост"
424675	2088-05-23 22:13:08	"Ожидание ответа автора"	"token_111417"	"token_111435"		"'Алексей, отправили на каждый номер SMS-коды. Напишите их, пожалуйста. Мы подключим вам услугу \"Контентный лицевой счет\"."							"1-ответ"
424675	2088-05-23 22:13:08	"Ожидание ответа автора"	"token_NA"	"token_111435"						"Прочее"	"Не определена"		"2-инцидент"
424675	2088-05-23 22:17:37	"Инцидент"	"token_NA"	"token_111424"						"Прочее"	"Не определена"		"2-инцидент"
424675	2088-05-23 22:17:37	"Инцидент"	"token_33770"	"token_NA"	"Жалобщик"	"'xxx xxx xx xx"	"Личное сообщение"	"'Twitter"	0	"Прочее"			"0-пост"
424675	2088-05-23 23:57:29	"Закрытые"	"token_111417"	"token_111447"		"'Алексей, на всех номерах услуга успешно подключена.   Если у вас есть ещё вопросы, напишите. Если нет, оцените, пожалуйста, качество консулxxxxxxxxxxx2.ru/opros/agency-sm-quality ."							"1-ответ"
424675	2088-05-23 23:57:30	"Закрытые"	"token_NA"	"token_111447"						"Прочее"	"Не определена"		"2-инцидент"
425161	2088-05-23 09:38:09	"Новый"	"token_91326"	"token_111445"	"Обычный"	"'А как попасть в рассылку МЧС?"	"Личное сообщение"	"'ВКонтакте"	23	"Прочее"			"0-пост"
425161	2088-05-23 09:39:43	"Инцидент"	"token_NA"	"token_111445"						"Прочее"	"Не определена"		"2-инцидент"
425161	2088-05-23 09:46:21	"Закрытые"	"token_111417"	"token_111450"		"'Оля, к сожалению, у нас нет возможности внести вас в список, это находится в компетенции МЧС."							"1-ответ"
425161	2088-05-23 09:46:22	"Закрытые"	"token_NA"	"token_111450"						"Прочее"	"Не определена"		"2-инцидент"
426009	2088-05-23 15:14:39	"Новый"	"token_71296"	"token_111445"	"Обычный"	"'Привет"	"Личное сообщение"	"'ВКонтакте"	8	"Прочее"			"0-пост"
426009	2088-05-23 15:16:01	"Инцидент"	"token_NA"	"token_111445"						"Прочее"	"Не определена"		"2-инцидент"
426009	2088-05-23 15:45:26	"Ожидание ответа автора"	"token_111417"	"token_111450"		"'Катя, привет! Чем помочь? <U+0001F609>"							"1-ответ"
426009	2088-05-23 15:45:26	"Ожидание ответа автора"	"token_NA"	"token_111450"						"Прочее"	"Не определена"		"2-инцидент"
426009	2088-05-24 15:50:42	"Закрытые"	"token_NA"	"token_111424"						"Прочее"	"Не определена"		"2-инцидент"
426682	2088-05-23 18:41:49	"Новый"	"token_67064"	"token_111445"	"Жалобщик"	"'А на музыку вк трафик расходуется?"	"Личное сообщение"	"'ВКонтакте"	129	"Прочее"			"0-пост"
426682	2088-05-23 18:42:02	"Инцидент"	"token_NA"	"token_111445"						"Прочее"	"Не определена"		"2-инцидент"
426682	2088-05-23 19:46:41	"Закрытые"	"token_111417"	"token_111439"		"'Игорь, если вы будете слушать музыку через сайт или официальное приложение \"ВКонтакте\", то трафик расходоваться не будет.   Если у вас есть ещё вопросы, напишите. Если нет, оцените, пожалуйста, качество консулxxxxxxxxxxx2.ru/opros/agency-sm-quality ."							"1-ответ"
426682	2088-05-23 19:46:41	"Закрытые"	"token_NA"	"token_111439"						"Прочее"	"Не определена"		"2-инцидент"
428025	2088-05-24 01:16:02	"Новый"	"token_40083"	"token_111425"	"Обычный"	"'Добрый день"	"Личное сообщение"	"'ВКонтакте"	0	"Прочее"			"0-пост"
428025	2088-05-24 01:16:06	"Новый"	"token_40083"	"token_111425"	"Обычный"	"'Точнее"	"Личное сообщение"	"'ВКонтакте"	0	"Прочее"			"0-пост"
428025	2088-05-24 01:16:08	"Новый"	"token_40083"	"token_111425"	"Обычный"	"'Ночь"	"Личное сообщение"	"'ВКонтакте"	0	"Прочее"			"0-пост"
428025	2088-05-24 01:16:10	"Новый"	"token_40083"	"token_111425"	"Обычный"	"'<U+0001F604><U+0001F604>"	"Личное сообщение"	"'ВКонтакте"	0	"Прочее"			"0-пост"
428025	2088-05-24 01:16:14	"Новый"	"token_40083"	"token_111425"	"Обычный"	"'Прочитала"	"Личное сообщение"	"'ВКонтакте"	0	"Прочее"			"0-пост"
428025	2088-05-24 01:16:20	"Новый"	"token_40083"	"token_111425"	"Обычный"	"'Что вы представитель"	"Личное сообщение"	"'ВКонтакте"	0	"Прочее"			"0-пост"
428025	2088-05-24 01:16:29	"Новый"	"token_40083"	"token_111425"	"Обычный"	"'Теле2"	"Личное сообщение"	"'ВКонтакте"	0	"Прочее"			"0-пост"
428025	2088-05-24 01:16:33	"Новый"	"token_40083"	"token_111425"	"Обычный"	"'Можно пару вопросов"	"Личное сообщение"	"'ВКонтакте"	0	"Прочее"			"0-пост"
428025	2088-05-24 01:16:36	"Новый"	"token_40083"	"token_111425"	"Обычный"	"'"	"Личное сообщение"	"'ВКонтакте"	0	"Прочее"			"0-пост"
428025	2088-05-24 01:48:48	"Инцидент"	"token_NA"	"token_111425"						"Прочее"	"Не определена"		"2-инцидент"
428025	2088-05-24 03:21:09	"Ожидание ответа автора"	"token_111419"	"token_111435"		"'Анна, привет! Да,  я официальный представитель компании Tele2 в социальных сетях =)) С удовольствием отвечу на ваш вопрос."							"1-ответ"
428025	2088-05-24 03:21:09	"Ожидание ответа автора"	"token_NA"	"token_111435"						"Прочее"	"Не определена"		"2-инцидент"
428025	2088-05-24 04:02:34	"Инцидент"	"token_NA"	"token_111424"						"Прочее"	"Не определена"		"2-инцидент"
428025	2088-05-24 04:02:35	"Инцидент"	"token_40083"	"token_NA"	"Обычный"	"'Незнаю поможете вы Мне или нет но все-же"	"Личное сообщение"	"'ВКонтакте"	0	"Прочее"			"0-пост"
428025	2088-05-24 04:02:37	"Инцидент"	"token_40083"	"token_NA"	"Обычный"	"'В нашем городе"	"Личное сообщение"	"'ВКонтакте"	0	"Прочее"			"0-пост"
428025	2088-05-24 04:02:43	"Инцидент"	"token_40083"	"token_NA"	"Обычный"	"'Один офис теле2"	"Личное сообщение"	"'ВКонтакте"	0	"Прочее"			"0-пост"
428025	2088-05-24 04:03:05	"Инцидент"	"token_40083"	"token_NA"	"Обычный"	"'Он закрыт уже месяц примерно. <br>И там сейчас весит объявление. О том что ищут сотрудника."	"Личное сообщение"	"'ВКонтакте"	0	"Прочее"			"0-пост"
428025	2088-05-24 04:03:30	"Инцидент"	"token_40083"	"token_NA"	"Обычный"	"'Вы случайно не можете Мне сказать. График работы в офисе к сотрудников <U+0001F60A><U+0001F60A>"	"Личное сообщение"	"'ВКонтакте"	0	"Прочее"			"0-пост"
428025	2088-05-24 04:03:40	"Инцидент"	"token_40083"	"token_NA"	"Обычный"	"'Сообщение без текста"	"Личное сообщение"	"'ВКонтакте"	0	"Прочее"			"0-пост"
428025	2088-05-24 07:25:09	"Ожидание ответа автора"	"token_111419"	"token_111427"		"'Анна, речь идет о салоне в г. Инта по адресу улxxxxxxxxxxx9? По моим данным салон работает с 10 утра до 19 вечера каждый день, кроме воскресения (выходной).  Если салон не работает, то сообщите, пожалуйста, ваш номер, дату и время обращения в салон, как долго вы ожидали открытие салона и была ли соответствующая табличка. Также укажите способ обратной связи (звонок/SMS/соц. сеть). Отправлю информацию для разбирательства :)"							"1-ответ"
428025	2088-05-24 07:25:09	"Ожидание ответа автора"	"token_NA"	"token_111427"						"Прочее"	"Не определена"		"2-инцидент"
428025	2088-05-24 17:52:49	"Инцидент"	"token_NA"	"token_111424"						"Прочее"	"Не определена"		"2-инцидент"
428025	2088-05-24 17:52:49	"Инцидент"	"token_40083"	"token_NA"	"Обычный"	"'Спасибо за беспокойство. Вы не поверите. Но спустя полтора месяца. Он заработал <U+0001F604><U+0001F604>"	"Личное сообщение"	"'ВКонтакте"	0	"Прочее"			"0-пост"
428025	2088-05-24 19:38:20	"Ожидание ответа автора"	"token_111419"	"token_111454"		"'Анна, приятно, когда вопросы решаются сами собой, правда? <U+0001F609><U+0001F609><U+0001F609> Возможно, у вас остались еще вопросы ко мне?"							"1-ответ"
428025	2088-05-24 19:38:20	"Ожидание ответа автора"	"token_NA"	"token_111454"						"Прочее"	"Не определена"		"2-инцидент"
428025	2088-05-24 19:38:49	"Инцидент"	"token_NA"	"token_111424"						"Прочее"	"Не определена"		"2-инцидент"
428025	2088-05-24 19:38:49	"Инцидент"	"token_40083"	"token_NA"	"Обычный"	"'Вопрос больше нет. Спасибо <U+0001F60A><U+0001F60A><U+0001F60A>"	"Личное сообщение"	"'ВКонтакте"	0	"Прочее"			"0-пост"
428025	2088-05-24 19:42:04	"Закрытые"	"token_111419"	"token_111454"		"'Оцените, пожалуйста, качество консулxxxxxxxxxxx2.ru/opros/agency-sm-quality ."							"1-ответ"
428025	2088-05-24 19:42:04	"Закрытые"	"token_NA"	"token_111454"						"Прочее"	"Не определена"		"2-инцидент"
431367	2088-05-25 06:03:28	"Новый"	"token_22627"	"token_111457"	"Жалобщик"	"'Здравствуйте , оформили сим карту теле 2 с тарифом мой разговор с опцией безлимитный интернет 4g , до 31 августа он бесплатен . Как объяснял сотрудник , когда горит иконка LTЕ то ничего не списываются , безлимит до 50 гб , а если иконка Е то из 2 гб списывает . Но дело в том что никогда не появлялась иконка Е , всегда горела ЛТЕ и тарифа 2 гб нету . Интернет не работает никакой , где мой безлимит ?"	"Личное сообщение"	"'ВКонтакте"	254	"Прочее"			"0-пост"
431367	2088-05-25 06:06:54	"Новый"	"token_22627"	"token_111457"	"Жалобщик"	"'Здравствуйте"	"Личное сообщение"	"'ВКонтакте"	254	"Прочее"			"0-пост"
431367	2088-05-25 06:07:08	"Новый"	"token_22627"	"token_111457"	"Жалобщик"	"'Здравствуйте , оформили сим карту теле 2 с тарифом мой разговор с опцией безлимитный интернет 4g , до 31 августа он бесплатен . Как объяснял сотрудник , когда горит иконка LTЕ то ничего не списываются , безлимит до 50 гб , а если иконка Е то из 2 гб списывает . Но дело в том что никогда не появлялась иконка Е , всегда горела ЛТЕ и тарифа 2 гб нету . Интернет не работает никакой , где мой безлимит ?"	"Личное сообщение"	"'ВКонтакте"	254	"Прочее"			"0-пост"
431367	2088-05-25 06:17:21	"Инцидент"	"token_NA"	"token_111457"						"Прочее"	"Не определена"		"2-инцидент"
431367	2088-05-25 07:17:06	"Инцидент"	"token_22627"	"token_NA"	"Жалобщик"	"'Также с номера 605 постоянно приходит платная реклама . Невозможно отключить"	"Личное сообщение"	"'ВКонтакте"	254	"Прочее"			"0-пост"
431367	2088-05-25 07:17:14	"Инцидент"	"token_22627"	"token_NA"	"Жалобщик"	"'Сообщение без текста"	"Личное сообщение"	"'ВКонтакте"	254	"Прочее"			"0-пост"
431367	2088-05-25 08:00:00	"Ожидание ответа автора"	"token_111417"	"token_111451"		"'Здравствуйте, Роман! Давайте во всем разберемся. <U+0001F609> Укажите, пожалуйста, ваш номер, а также 1-ю, 3-ю и 5-ю цифру номера паспорта владельца (без серии)."							"1-ответ"
431367	2088-05-25 08:00:00	"Ожидание ответа автора"	"token_NA"	"token_111451"						"Прочее"	"Не определена"		"2-инцидент"
431367	2088-05-25 08:00:27	"Инцидент"	"token_NA"	"token_111424"						"Прочее"	"Не определена"		"2-инцидент"
431367	2088-05-25 08:00:28	"Инцидент"	"token_22627"	"token_NA"	"Жалобщик"	"'xxx xxx xx xx"	"Личное сообщение"	"'ВКонтакте"	254	"Прочее"			"0-пост"
431367	2088-05-25 08:01:02	"Инцидент"	"token_22627"	"token_NA"	"Жалобщик"	"'3 9 7"	"Личное сообщение"	"'ВКонтакте"	254	"Прочее"			"0-пост"
431367	2088-05-25 08:51:22	"Ожидание ответа автора"	"token_111417"	"token_111451"		"'Роман, благодарим за верные данные! Сейчас всё проверим, пожалуйста, ожидайте. <U+0001F609>"							"1-ответ"
431367	2088-05-25 08:51:22	"Ожидание ответа автора"	"token_NA"	"token_111451"						"Прочее"	"Камчатка"		"2-инцидент"
431367	2088-05-25 08:53:17	"Инцидент"	"token_NA"	"token_111424"						"Прочее"	"Камчатка"		"2-инцидент"
431367	2088-05-25 08:53:18	"Инцидент"	"token_22627"	"token_NA"	"Жалобщик"	"'Хорошо , жду"	"Личное сообщение"	"'ВКонтакте"	254	"Прочее"			"0-пост"
431367	2088-05-25 09:13:26	"Переведенные"	"token_NA"	"token_111451"						"Прочее"	"Камчатка"		"2-инцидент"
431367	2088-05-25 09:54:02	"Закрытые"	"token_111417"	"token_111449"		"'Роман, мы проверили ваш номер и обнаружили, что на нём не подключена данная услуга. Вам нужно будет её активировать с помощью комбинации *116*29*1# вызов. За такое недоразумение в качестве лояльности внесли на ваш номер компенсацию.  Также на вашем номере нет никаких подписок. Подобная реклама приходить не будет. Если у вас есть ещё вопросы, напишите. Если нет, оцените, пожалуйста, качество консулxxxxxxxxxxx2.ru/opros/agency-sm-quality. Всего наилучшего вам!"							"1-ответ"
431367	2088-05-25 09:54:02	"Закрытые"	"token_NA"	"token_111449"						"Прочее"	"Камчатка"		"2-инцидент"
433803	2088-05-26 00:27:13	"Новый"	"token_53702"	"token_111425"	"Лидер мнения"	"'Ничего платного не подключено, а деньги жрет не по дням, а по часам, за какой-то «Контент». Во-первых, что это такое. Во-вторых, за что берется деньги?<br>И по тарифу мне предоставляется бесплатное пользование звук, а за это несколько раз взяли деньги."	"Комментарий"	"'ВКонтакте"	1555	"Прочее"			"0-пост"
433803	2088-05-26 00:49:28	"Инцидент"	"token_NA"	"token_111425"						"Прочее"	"Не определена"		"2-инцидент"
433803	2088-05-26 03:48:20	"Ожидание ответа автора"	"token_111418"	"token_111446"		"'[xxxxx], для более корректной консультации сообщите ваш номер телефона в ЛС. Сейчас все проверим."							"1-ответ"
433803	2088-05-26 03:48:20	"Ожидание ответа автора"	"token_NA"	"token_111446"						"Прочее"	"Не определена"		"2-инцидент"
433803	2088-05-27 03:53:55	"Закрытые"	"token_NA"	"token_111424"						"Прочее"	"Не определена"		"2-инцидент"
434689	2088-05-26 13:48:31	"Новый"	"token_93952"	"token_111445"	"Обычный"	"'xxxxx xxxxx я все написала в посте."	"Комментарий"	"'Facebook"	0	"Прочее"	"Владивосток"		"0-пост"
434689	2088-05-26 13:49:51	"Инцидент"	"token_NA"	"token_111445"						"Прочее"	"Владивосток"	"Нейтральный"	"2-инцидент"
434689	2088-05-26 13:56:26	"Ожидание ответа автора"	"token_NA"	"token_111443"		"'В ЛС уточните ваш номер. Проверю."							"1-ответ"
434689	2088-05-26 13:56:27	"Ожидание ответа автора"	"token_NA"	"token_111443"						"Прочее"	"Владивосток"	"Нейтральный"	"2-инцидент"
434689	2088-05-26 15:04:25	"Инцидент"	"token_NA"	"token_111424"						"Прочее"	"Владивосток"	"Нейтральный"	"2-инцидент"
434689	2088-05-26 15:04:27	"Инцидент"	"token_93952"	"token_NA"	"Обычный"	"'xxxxx xxxxx вам не кажется, что это вы мне в лс должны писать и уточнять.<br>Сервис."	"Комментарий"	"'Facebook"	0	"Прочее"	"Владивосток"		"0-пост"
434689	2088-05-26 15:04:27	"Инцидент"	"token_NA"	"token_111424"						"Прочее"	"Владивосток"	"Нейтральный"	"2-инцидент"
434689	2088-05-26 15:05:43	"Инцидент"	"token_93952"	"token_NA"	"Обычный"	"'xxxxx xxxxx согласись, это немного странно, просить настроенного сервисом клиента ещё и кому - то что - то писать ))) ты прав, милый <U+0001F31E>"	"Комментарий"	"'Facebook"	0	"Прочее"	"Владивосток"		"0-пост"
434689	2088-05-26 15:06:03	"Инцидент"	"token_93952"	"token_NA"	"Обычный"	"'xxxxx xxxxx в личку мне номер свой уточни )))))))"	"Комментарий"	"'Facebook"	0	"Прочее"	"Владивосток"		"0-пост"
434689	2088-05-26 17:35:02	"Инцидент"	"token_NA"	"token_111443"		"'Написал вам в ЛС."							"1-ответ"
434689	2088-05-26 17:36:11	"Ожидание ответа автора"	"token_NA"	"token_111443"						"Прочее"	"Владивосток"	"Нейтральный"	"2-инцидент"
434689	2088-05-27 03:55:10	"Инцидент"	"token_NA"	"token_111424"						"Прочее"	"Владивосток"	"Нейтральный"	"2-инцидент"
434689	2088-05-27 03:55:11	"Инцидент"	"token_93952"	"token_NA"	"Обычный"	"'В лс (xxxxx xxxxx специально для тебя пишу )))) у меня «представитель» компании спросил номер телефона и какие - то там цифры паспорта ) просто в личке на фб: напишите цифры паспорта )))"	"Комментарий"	"'Facebook"	0	"Прочее"	"Владивосток"		"0-пост"
434689	2088-05-27 03:55:11	"Инцидент"	"token_NA"	"token_111424"						"Прочее"	"Владивосток"	"Нейтральный"	"2-инцидент"
434689	2088-05-27 03:57:27	"Инцидент"	"token_93952"	"token_NA"	"Обычный"	"'Такой вопрос: #теле2 утерял базу клиентов? Или даты рождения, города проживания не достаточно, чтобы уже как-то в своей сложной системе выяснить мой номер телефона?"	"Комментарий"	"'Facebook"	0	"Прочее"	"Владивосток"		"0-пост"
434689	2088-05-27 03:58:28	"Инцидент"	"token_93952"	"token_NA"	"Обычный"	"'Или запросить цифры паспорта через «личку» - это тренд на удержание клиентов?"	"Комментарий"	"'Facebook"	0	"Прочее"	"Владивосток"		"0-пост"
434689	2088-05-27 03:58:29	"Инцидент"	"token_93952"	"token_NA"	"Обычный"	"'Андрей ))) наверное, тут больше работает схема про участников дорожного движения )"	"Комментарий"	"'Facebook"	0	"Прочее"	"Владивосток"		"0-пост"
434689	2088-05-27 10:49:16	"Ожидание ответа автора"	"token_NA"	"token_111450"		"'Полина, для решения вашего вопроса мне нужно уточнить ваш номер, без него у меня не будет возможности помочь вам. Как будете готовы его предоставить - напишите мне. <U+0001F609>"							"1-ответ"
434689	2088-05-27 10:49:16	"Ожидание ответа автора"	"token_NA"	"token_111450"						"Прочее"	"Владивосток"	"Нейтральный"	"2-инцидент"
434689	2088-05-27 16:36:29	"Инцидент"	"token_NA"	"token_111424"						"Прочее"	"Владивосток"	"Нейтральный"	"2-инцидент"
434689	2088-05-27 16:36:30	"Инцидент"	"token_93952"	"token_NA"	"Обычный"	"'А вы реально понимаете, какой у меня вопрос?<br>Вы читали пост?"	"Комментарий"	"'Facebook"	0	"Прочее"	"Владивосток"		"0-пост"
434689	2088-05-27 16:36:30	"Инцидент"	"token_NA"	"token_111424"						"Прочее"	"Владивосток"	"Нейтральный"	"2-инцидент"
434689	2088-05-27 20:03:26	"Ожидание ответа автора"	"token_NA"	"token_111430"		"'Полина, да, конечно. Чтобы проверить всю информацию. мне понадобится ваш номер телефона. :)"							"1-ответ"
434689	2088-05-27 20:03:27	"Ожидание ответа автора"	"token_NA"	"token_111430"						"Прочее"	"Владивосток"	"Нейтральный"	"2-инцидент"
434689	2088-05-28 20:09:08	"Закрытые"	"token_NA"	"token_111424"						"Прочее"	"Владивосток"	"Нейтральный"	"2-инцидент"
435307	2088-05-26 16:47:02	"Новый"	"token_87605"	"token_111445"	"Жалобщик"	"'Есть запрет"	"Личное сообщение"	"'ВКонтакте"	704	"Прочее"			"0-пост"
435307	2088-05-26 16:47:06	"Новый"	"token_87605"	"token_111445"	"Жалобщик"	"'Я узнал"	"Личное сообщение"	"'ВКонтакте"	704	"Прочее"			"0-пост"
435307	2088-05-26 16:47:20	"Новый"	"token_87605"	"token_111445"	"Жалобщик"	"'У энергетиков и у региональных менеджеров"	"Личное сообщение"	"'ВКонтакте"	704	"Прочее"			"0-пост"
435307	2088-05-26 16:47:27	"Новый"	"token_87605"	"token_111445"	"Жалобщик"	"'У меня знакомые там работают"	"Личное сообщение"	"'ВКонтакте"	704	"Прочее"			"0-пост"
435307	2088-05-26 16:48:11	"Инцидент"	"token_NA"	"token_111445"						"Прочее"	"Не определена"	"Нейтральный"	"2-инцидент"
435307	2088-05-26 16:48:19	"Инцидент"	"token_87605"	"token_NA"	"Жалобщик"	"'Они сказали, что запрет тут, тут уже какой то организацией заняты это частоты, а в Пласкинино даже 3g нет, там завод САЛЮТ, он запрет сделал даже на 3g к Т2"	"Личное сообщение"	"'ВКонтакте"	704	"Прочее"			"0-пост"
435307	2088-05-26 17:20:19	"Инцидент"	"token_87605"	"token_NA"	"Жалобщик"	"'Если б не было запретов, то у нас было бы покрытие, а именно нас пропускают, там сказали часть военная, я ее знаю, там ПВО стоит, поэтому запрет, только как это пересекается, мне непонятно"	"Личное сообщение"	"'ВКонтакте"	704	"Прочее"			"0-пост"
435307	2088-05-26 20:05:41	"Закрытые"	"token_111417"	"token_111449"		"'Николай, информацию про запреты мы вам предоставили. Возникнут иные вопросы - пишите."							"1-ответ"
435307	2088-05-26 20:06:02	"Закрытые"	"token_NA"	"token_111449"						"Прочее"	"Не определена"	"Нейтральный"	"2-инцидент"
441568	2088-05-29 11:42:09	"Новый"	"token_48378"	"token_111445"	"Жалобщик"	"'Tele2, где это вы такую хрень скопипастили? Как покупательская способность сказывается на лишних 20гб трафика? Что вы несете? Вы нас за идиотов держите? При чем тут моя заработная плата, и 50гб интернет трафика? Вы еще цены на нефть сюда приплетите."	"Комментарий"	"'ВКонтакте"	58	"Прочее"			"0-пост"
441568	2088-05-29 11:45:44	"Новый"	"token_48378"	"token_111445"	"Жалобщик"	"'Tele2, у вас Димон модератор?"	"Комментарий"	"'ВКонтакте"	58	"Прочее"			"0-пост"
441568	2088-05-29 11:54:31	"Новый"	"token_48378"	"token_111445"	"Жалобщик"	"'Tele2, у вас Димон модератор? Почему мой коммент удалили? Неудобный?"	"Комментарий"	"'ВКонтакте"	58	"Прочее"	"Москва"		"0-пост"
441568	2088-05-29 12:17:30	"Инцидент"	"token_NA"	"token_111445"						"Прочее"	"Не определена"	"Негативный"	"2-инцидент"
441568	2088-05-29 14:17:36	"Ожидание ответа автора"	"token_111418"	"token_111451"		"'[xxxxx], если ваш комментарий был удален, это означает, что он нарушал правила сообщества: https://vk.com/topic-xxx xxx xx xx Мы не ограничиваем наших абонентов в выражении своего мнения. <U+0001F609>"							"1-ответ"
441568	2088-05-29 14:17:36	"Ожидание ответа автора"	"token_NA"	"token_111451"						"Прочее"	"Не определена"	"Негативный"	"2-инцидент"
441568	2088-05-29 14:42:17	"Инцидент"	"token_NA"	"token_111424"						"Прочее"	"Не определена"	"Негативный"	"2-инцидент"
441568	2088-05-29 14:42:18	"Инцидент"	"token_48378"	"token_NA"	"Жалобщик"	"'Tele2, совершенно никак не нарушал"	"Комментарий"	"'ВКонтакте"	58	"Прочее"	"Москва"		"0-пост"
441568	2088-05-29 14:42:18	"Инцидент"	"token_NA"	"token_111424"						"Прочее"	"Не определена"	"Негативный"	"2-инцидент"
441568	2088-05-29 17:29:18	"Закрытые"	"token_111418"	"token_111436"		"'[xxxxx], условия тарифных планов время от времени пересматриваются. Ранее информация была вам предоставлена. Возникнут другие вопросы - пишите <U+0001F60A>"							"1-ответ"
441568	2088-05-29 17:29:19	"Закрытые"	"token_NA"	"token_111436"						"Прочее"	"Не определена"	"Негативный"	"2-инцидент"
443103	2088-05-29 20:09:47	"Новый"	"token_48780"	"token_111445"	"Обычный"	"'Добрый день! Псковская обл.Новоржевский р-н дер Степанькино и так интернет был плохой но теперь стал просто ужасный, минуту есть,пять нету...В чем проблемы,до этого сутки без связи сидели,чуть позже опять пол дня без какой либо связи.И после этого вообще,связь,интернет постоянно пропадает!.В чем проблема? Заранее спасибо за ответ!"	"Комментарий"	"'ВКонтакте"	108	"Прочее"			"0-пост"
443103	2088-05-29 20:11:18	"Инцидент"	"token_NA"	"token_111445"						"Прочее"	"Не определена"	"Нейтральный"	"2-инцидент"
443103	2088-05-29 22:11:39	"Ожидание ответа автора"	"token_111418"	"token_111446"		"'[xxxxx], напишите, пожалуйста, в ЛС номер телефона, ваше местоположение (улицу, номер дома). Ситуация проявляется только внутри помещений? Связь пропадает по определенным адресам (как давно)? В настройках вашего телефона установлен смешанный режим сети? Вы тестировали SIM-карту в другом телефоне?"							"1-ответ"
443103	2088-05-29 22:11:39	"Ожидание ответа автора"	"token_NA"	"token_111446"						"Прочее"	"Не определена"	"Нейтральный"	"2-инцидент"
443103	2088-05-30 22:17:19	"Закрытые"	"token_NA"	"token_111424"						"Прочее"	"Не определена"	"Нейтральный"	"2-инцидент"
451227	2088-06-01 01:18:32	"Новый"	"token_64621"	"token_111453"	"Обычный"	"'Здравствуйте.<br>Номер xxx xxx xx xx<br>Опять начали подключаться платные подписки. Снимают деньги, а потом извещение, я пробовала команды: '*189#', ещё на стоп-подписку, все равно подключаются. Отключите пожалуйста эти подписки, как например на игры или фильмы. Спасибо."	"Личное сообщение"	"'ВКонтакте"	227	"Прочее"			"0-пост"
451227	2088-06-01 02:07:06	"Инцидент"	"token_NA"	"token_111453"						"Прочее"	"Не определена"	"Нейтральный"	"2-инцидент"
451227	2088-06-01 06:21:55	"Ожидание ответа автора"	"token_111417"	"token_111451"		"'Здравствуйте, Есения! Видим на вашем номере подписку, которую вы прислали на скриншоте. Однако, на данный момент она отключена, а средства за нее списаться не успели, переживать не о чем. <U+0001F60A>  Что-то еще можем подсказать?"							"1-ответ"
451227	2088-06-01 06:21:55	"Ожидание ответа автора"	"token_NA"	"token_111451"						"Прочее"	"Белгород"	"Нейтральный"	"2-инцидент"
451227	2088-06-01 14:20:39	"Инцидент"	"token_NA"	"token_111424"						"Прочее"	"Белгород"	"Нейтральный"	"2-инцидент"
451227	2088-06-01 14:20:40	"Инцидент"	"token_64621"	"token_NA"	"Обычный"	"'Нет, спасибо"	"Личное сообщение"	"'ВКонтакте"	227	"Прочее"			"0-пост"
451227	2088-06-01 14:29:10	"Закрытые"	"token_111417"	"token_111450"		"'Оцените, пожалуйста, качество консулxxxxxxxxxxx2.ru/opros/agency-sm-quality . Удачного дня, Есения! <U+0001F609>"							"1-ответ"
451227	2088-06-01 14:29:10	"Закрытые"	"token_NA"	"token_111450"						"Прочее"	"Белгород"	"Нейтральный"	"2-инцидент"
